ID,頭文字,品目名,読み,類似語,出し方（一覧）,出し方（詳細）,出し方のポイント,URL1
2620,は,発泡ビーズ,はっぽうびーず,,普通ごみ,,,
2613,は,発煙筒,はつえんとう,発炎筒 発煙灯 自動車用緊急保安炎筒 保安炎筒 サンフレヤー,普通ごみ,,使用済みのものは水に濡らしてから出してください。/未使用のものは市では収集できません（販売店等に相談してください。）,
2614,は,発電機,はつでんき,,粗大ごみ,,持ち運び可能な小型のものに限ります。（オイル・ガソリン等は必ず抜いてください。）それ以外のものは販売店等に相談してください。,
2503,は,ハトロン紙,はとろんし,,ミックスペーパー,,,
2625,は,鼻毛カッター,はなげかったー,鼻毛きり 鼻毛切り 鼻毛はさみ 鼻毛切り 電動鼻毛切り 鼻毛ハサミ 鼻毛バリカン 鼻毛処理機,小物金属,,,
2565,は,花スタンド（金属製）,はなすたんど（きんぞくせい）,フラワースタンド,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2566,は,花スタンド（金属製以外）,はなすたんど（きんぞくせいいがい）,フラワースタンド,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2572,は,花束のラッピング,はなたばのらっぴんぐ,,プラスチック製容器包装,,識別表示を確認して出してください。,
2573,は,花台(金属製),はなだい（きんぞくせい）,花ラック,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2574,は,花台(陶器製),はなだい（とうきせい）,花ラック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2575,は,花台(木製),はなだい（もくせい）,花ラック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2567,は,花火,はなび,古い花火 線香花火,普通ごみ,,未使用のものは水に濡らしてから出してください。,
2568,は,花火の外包装(プラスチック製),はなびのそとほうそう（ぷらすちっくせい）,,プラスチック製容器包装,,識別表示を確認して出してください。,
2569,は,花火の中台紙,はなびのなかだいし,,ミックスペーパー,,,
2571,は,花札(紙製),はなふだ（かみせい）,,ミックスペーパー,,紙製ケースもミックスペーパーとして出してください。,
2570,は,花札(プラスチック製),はなふだ（ぷらすちっくせい）,,普通ごみ,,プラスチック製のケースも普通ごみとして出してください。,
2626,は,幅木,はばぎ,巾木,普通ごみ,粗大ごみ,最長辺50cm以上は粗大ごみとして出してください。,
2582,は,歯ブラシ,はぶらし,ハブラシ ハミガキ 歯ぶらし 舌ブラシ,普通ごみ,,歯ブラシはプラスチック製品なので、プラスチック製容器包装ではなく、普通ごみとして出してください。,
2587,は,歯ブラシ入れ（金属製）,はぶらしいれ（きんぞくせい）,歯ブラシケース 歯磨きケース 歯ブラシの箱 歯ブラシいれ,小物金属,,,
2588,は,歯ブラシ入れ（金属製以外）,はぶらしいれ（きんぞくせいいがい）,歯ブラシケース 歯磨きケース 歯ブラシの箱 歯ブラシいれ,普通ごみ,,,
2583,は,歯ブラシスタンド（金属製）,はぶらしすたんど（きんぞくせい）,歯ブラシたて 歯ブラシ立て,小物金属,,,
2584,は,歯ブラシスタンド（金属製以外）,はぶらしすたんど（きんぞくせいいがい）,歯ブラシたて 歯ブラシ立て,普通ごみ,,,
2585,は,歯ブラシの外包装(プラスチック部分),はぶらしのそとほうそう（ぷらすちっくぶぶん）,ハブラシ ハミガキ 歯ブラシの箱,プラスチック製容器包装,,識別表示を確認して出してください。,
2586,は,歯ブラシの外包装(紙部分),はぶらしのそとほうそう（かみぶぶん）,ハブラシ ハミガキ 歯ブラシの箱,ミックスペーパー,,,
2591,は,歯磨き粉のチューブ容器,はみがきこのちゅーぶようき,歯みがき粉 はみがきチューブ ハミガキチュープ ハミガキ粉 歯磨きチューブ 歯磨き粉チューブ 歯磨きのチューブ 歯ブラシチューブ ハミガキチューブ ハミガキ粉チューブ 歯みがきこ はみがきこチューブ,プラスチック製容器包装,,中身を使いきってから出してください。（識別表示を確認して出してください。）,
2513,は,ハム・ベーコン等の包装フィルム,はむ・べーこんとうのほうそうふぃるむ,ハムの袋 ハム包装 魚肉ソーセージのビニール ソーセージビニール ソーセージの包装,プラスチック製容器包装,,識別表示を確認して出してください。,
2627,は,腹帯,はらおび,妊婦帯 マタニティガードル,普通ごみ,,,
2592,は,針,はり,縫い針 まちばり 裁縫針 ぬい針 まち針 裁縫道具 ミシン針 待ち針 洋裁針 ミシンの針 ニードル マチバリ マチ針 ぬいばり,小物金属,,厚紙等に包み「刃物キケン」と表示して出してください。,
2630,は,鍼(はり),はり,,小物金属,,厚紙等に包み刃物キケンと表示して出してください。,
2593,は,針金,はりがね,針がね 鉄線 カラーワイヤー はり金 園芸用針金 ピアノ線 針金細工 被覆線 鉄針金 被覆付き針金 アルミ針金,小物金属,,,
2541,は,ハンカチ,はんかち,ハンカチーフ タオルハンカチ ガーゼハンカチ,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2535,は,ハンガーカバー,はんがーかばー,,普通ごみ,,,
2534,は,ハンガー(金属製),はんがー（きんぞくせい）,はりがねはんがー ハリガネハンガー 針金ハンガー ワイヤーハンガー 金属ハンガー はりがねハンガー スチールハンガー ワイヤハンガー ステンレスハンガー アーチハンガー 洋服ハンガー ビニールコーティングワイヤーハンガー アルミハンガー ハンガーリング ビニールハンガー 金物ハンガー アルミハンガー 針がねハンガー クリップハンガー スカートクリップ 衣類ハンガー 針金のハンガー はりがねのハンガー クリーニングの針金ハンガー 衣装ハンガー 金属のハンガー 金属製ハンガー スカートハンガー シューズハンガー アルミ製ハンガー,小物金属,,,
2536,は,ハンガーケース,はんがーけーす,,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
2537,は,ハンガースチーマー,はんがーすちーまー,ハンディスチーマ ハンディースチーマー,小物金属,,長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2538,は,ハンガーパイプ,はんがーぱいぷ,,粗大ごみ,,,
2539,は,ハンガーフック（金属製）,はんがーふっく（きんぞくせい）,ハンガー掛け ハンガーかけ ウォールハンガー,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2540,は,ハンガーフック（金属製以外）,はんがーふっく（きんぞくせいいがい）,ハンガー掛け ハンガーかけ ウォールハンガー,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2533,は,ハンガー(プラスチック製・木製),はんがー（ぷらすちっくせい）,ピッチングハンガー 木製ハンガー プラスチックハンガー ハンガー(木製) ハンガープラスチック プラスチックのハンガー プラスティックハンガー プラハンガー プラスチック製ハンガー アーチハンガー 洋服ハンガー プラスティック製ハンガー 木のハンガー クリップハンガー スカートクリップ ブラスティツクハンガー 衣類ハンガー プラ製ハンガー 衣装ハンガー スカートハンガー スーツハンガー ドライハンガー シューズハンガー ベロア生地ハンガー,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2624,は,飯ごう,はんごう,飯盒 飯合,小物金属,,,
2621,は,半紙,はんし,習字用紙 書道紙 書道半紙 習字の半紙 習字の紙 習字紙 書道用紙 習字半紙,ミックスペーパー,,,
2623,は,反射板（自転車用）,はんしゃばん（じてんしゃよう）,リフレクター 自転車反射板,普通ごみ,,,
2545,は,はんだ,はんだ,ハンダ,小物金属,,,
2549,は,ハンディーカラオケ,はんでぃからおけ,ハンディーカラオケマイク,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2550,は,ハンディシーラー,はんでぃしーらー,,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2551,は,ハンディモップ,はんでぃもっぷ,ハンディワイパー ダスキンモップ 埃とり クイックルワイパーの柄 アルミ製モップ スポンジモップ モップの柄 風呂モップ 回転モップ,普通ごみ,,,
2622,は,半斗缶(食品が入っていたもの),はんとかんしょくひんがはいっていたもの,おせんべいの缶 おせんべいのかん 煎餅缶 お煎餅のアルミ缶 煎餅のかん,空き缶・ペットボトル,,食品以外が入っていたものは小物金属として出してください。,
2552,は,ハンドグリップ,はんどぐりっぷ,バンドグリップ ハンドグリッパー,小物金属,,,
2553,は,ハンドソープ容器,はんどそーぷようき,手洗い石けん ハンドソープボトル,プラスチック製容器包装,,ハンドソープ容器を商品として購入したものは普通ごみとして出してください。,
2554,は,ハンドマッサージ機,はんどまっさーじき,ハンドマッサージャー 小型マッサージ機 電動マッサージ ハンディマッサージャー ハンドマッサージ器 電気マッサージ器具 電気マッサージ機 マッサージ機器 電動マッサージ機 頭皮マッサージ機 按摩器,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2555,は,ハンドルカバー,はんどるかばー,車のハンドルカバー,普通ごみ,,,
2556,は,ハンドルロック,はんどるろっく,,小物金属,,,
2557,は,ハンドレスト,はんどれすと,,普通ごみ,,,
2560,は,ハンモック,はんもっく,,普通ごみ,粗大ごみ,排出時に最長辺50cm以上のものは粗大ごみとして出してください。,
2403,は,バーコードリーダー,ばーこーどりーだー,,小物金属,,,
2405,は,バーナーキャップ(ガスコンロ),ばーなーきゃっぷ（がすこんろ）,,小物金属,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
2411,は,バーベキュー網,ばーべきゅーあみ,BBQ網 バーベキュー用網 バーベキュー用金網 バーベキューのあみ バーベキュー金網,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2409,は,バーベキューグリル,ばーべきゅーぐりる,バーベキューコンロ 炭焼きコンロ バーベキュウコンロ バーベキューセット バーべキュウコンロ BBQコンロ 炭焼きグリル グリルボール,粗大ごみ,,,
2410,は,バーベキューテーブル,ばーべきゅーてーぶる,アウトドア用テーブル キャンピングテーブル ピクニックテーブル パーベキュー用テーブル,粗大ごみ,,,
2412,は,バーベル,ばーべる,バーベルプレート,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（バーと重りを1セットとして出すことができます。）,
2414,は,バール,ばーる,,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2415,は,バイオリンケース,ばいおりんけーす,,粗大ごみ,,,
2416,は,バイクカバー,ばいくかばー,バイクのカバー オートバイカバー バイク用カバー,普通ごみ,,,
2417,は,バイクシート,ばいくしーと,バイクのシート,その他,,市では収集できません。（販売店等に相談してください。）,
2418,は,バイクタンク,ばいくたんく,,その他,,市では収集できません。（販売店等に相談してください。）,
2419,は,バイクハンドル,ばいくはんどる,バイクのハンドル,その他,,市では収集できません。（販売店等に相談してください。）,
2420,は,バイクボックス,ばいくぼっくす,バイクの荷台 サイドボックス バイクBOX タンクバック,普通ごみ,粗大ごみ,最長辺50cm以上のもは粗大ごみとして出してください。,
2421,は,バイクロック,ばいくろっく,バイク用チェーン チェーンロック 自転車ロック チェーン錠 バイクチェーン,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2432,は,バインダー,ばいんだー,用箋挟 クリップファイル 伝票ホルダー バインダーファイル バインダーノート リングバインダー,普通ごみ,,金属部分は分離可能であれば小物金属として出してください。,
2433,は,バウンサー,ばうんさー,バウンサーテーブル ベビーバウンサー ベビースイング,粗大ごみ,,,
2439,は,バギーボード,ばぎーぼーど,,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2603,は,爆竹,ばくちく,,普通ごみ,,未使用のものは水にぬらしてから出してください。,
2594,は,馬具(金属製),ばぐ（きんぞくせい）,轡,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2441,は,バグフィルター(金属製),ばぐふぃるたー（きんぞくせい）,集塵フィルター 掃除機パック,小物金属,,,
2440,は,バグフィルター(繊維),ばぐふぃるたー（せんい）,集塵フィルター 掃除機パック,普通ごみ,,,
2595,は,馬具(木製・革製),ばぐ（もくせい・かわせい）,ハーネス,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2563,は,ポリバケツ,ばけつ,ポリバケツ ポリばけつ ポリバケツのふた ゴミバケツ ごみバケツ ゴミポリ容器 ポリエチレン容器 ゴミポリバケツ プラスチック製バケツ ポリ容器,普通ごみ,粗大ごみ,「ごみです。」等と表示して出してください。/最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
2445,は,バケツ型洗濯機,ばけつがたせんたくき,電気バケツ バケツ洗濯機,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2444,は,バケツ(金属製),ばけつきんぞくせい,バケツのふた 鉄バケツ ステンレスバケツ ブリキバケツ ブリキのバケツ ブリキ製バケツ アルミバケツ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
2443,は,バケツ(プラスチック製),ばけつ（ぷらすちっくせい）,プラスチックバケツ プラバケツ バケツのふた モップ絞り機 ランドリーバケツ ランドリーボックス タブトラックス ミルトン 哺乳瓶消毒ケース ゴミポリバケツ プラスチック製バケツ,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。（5個までを1個として出すことができます。）,
2450,は,バスケットゴール,ばすけっとごーる,,粗大ごみ,,,
2451,は,バスタブ,ばすたぶ,浴槽,粗大ごみ,,ただし、業者が作業したものは市では収集できません。（作業した業者に処理を依頼してください。）,
2457,は,バスポリッシャー（電動式）,ばすぽりっしゃー（でんどうしき）,充電式バスポリッシャー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2458,は,バスポンプ,ばすぽんぷ,ふろ水ポンプ 風呂ポンプ お風呂のポンプ 電動ポンプ 電動風呂水ポンプ 電気ポンプ 洗濯機ポンプ 洗濯機用風呂水ポンプ 洗濯ポンプ ,小物金属,,,
2459,は,バスリリー,ばすりりー,,普通ごみ,,,
2462,は,バスローブ,ばすろーぶ,,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2475,は,バターケース(プラスチック製),ばたーけーす（ぷらすちっくせい）,バター入れ物 マーガリンケース,プラスチック製容器包装,,識別表示を確認して出してください。/バターケースを商品として購入したものは普通ごみとして出してください。,
2474,は,バター・チーズの包み紙(銀紙),ばたー・ちーずのつつみがみ（ぎんがみ）,チーズの包み紙 チーズ包み紙,普通ごみ,,,
2476,は,バターナイフ(金属製),ばたーないふ（きんぞくせい）,,小物金属,,,
2477,は,バターナイフ(金属製以外),ばたーないふ（きんぞくせいいがい）,,普通ごみ,,,
2479,は,ばち(打楽器),ばち（だがっき）,太鼓ばち 太鼓のばち,普通ごみ,,,
2490,は,バックハンガー(金属製),ばっくはんがーきんぞくせい,,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2489,は,バックハンガー(プラスチック製),ばっくはんがーぷらすちっくせい,,普通ごみ,粗大ごみ,最長辺50cm以上にものは粗大ごみとして出してください。,
2491,は,バックル(ベルトの金具),ばっくる（べるとのかなぐ）,ベルトのバックル ベルトの金具 ベルトの金属部分 バックルベルト ベルトバックル ベルト金具,小物金属,,,
2492,は,バックレスト,ばっくれすと,タンデムバック,小物金属,粗大ごみ,最長辺30cm以上は粗大ごみとして出してください。,
2486,は,バッグ,ばっぐ,野球バック エナメルバッグ ショルダーバッグ スクールバッグ ビニールバッグ ハンドバック ハンドバッグ ビジネスバッグ レザーバック 革バッグ 布バック 布バッグ ボストンバッグ スポーツバッグ スポーツバック 革製バッグ ナイロンバッグ ナイロンバック ボストンバック ショルダーバック スーツ携行バック トートバッグ チェーンバック ビーズバッグ エナメルスポーツバッグ ビニールバック メッシュバッグ ポシェット 皮のバッグ 皮製バック ビニール製バッグ エナメルバック ビジネスバック ビニールコーティングバック トートバック ビニールポーチ 皮バッグ 通学バック 通学バッグ ガーメントケース ガーメントバック カメラバッグ サドルバッグ トラベルバッグ ビーチバッグ ボウリングバック ボウリングボールバッグ 着物バッグ セカンドバック ネイルバック プールバッグ キャリアバック マイバック クリアバッグ 買物バッグ 幼稚園バッグ キャンパスバッグ はんどばっく メッセンジャーバッグ かごバック デザインバッグ スタッズバック スタッズバッグ ずだ袋 布地バッグ キャンバストートバッグ 不織布バッグ 布のバック 布製バック 布製バッグ クラッチバック クラッチバッグ ドラムバック ドラムバッグ 籠バッグ 籐バック ビーズバック 革のバッグ スイミングバッグ ナイロン製バッグ ポートフォリオバッグ 合皮バック 肩掛けバック 合皮バッグ 電気ドリルのバッテリー ビデオカメラ用バッテリー パソコンバッグ プールバック スイミングバック ダイビングバッグ スーツバッグ パソコンバック 水泳バッグ 野球バッグ ボディバッグ ネットバッグ アームバック ボウリング用バック,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2487,は,バッグ・かばんのひも,ばっぐ・かばんのひも,鞄のひも,普通ごみ,,,
2488,は,バッグキャリア,ばっぐきゃりあ,キャリアバッグ キャリアバック,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2493,は,バッテリー(防災用・車など),ばってりーくるまなど,バイクバッテリー 車バッテリー 車のバッテリー 廃バッテリー 自動車バッテリー カーバッテリー リールのバッテリー 釣りバッテリー リールバッテリー バイクのバッテリー オートバイのバッテリー バイク用バッテリー 鉛電池 蓄電器 電動リール用バッテリー 原付バッテリー 電動リールバッテリー 電動リールのバッテリー 鉛蓄電池 パワモリクン,その他,,市では収集できません。（販売店等に相談してください。）,
2494,は,バッテリーチェッカー,ばってりーちぇっかー,,小物金属,,,
2495,は,バッテリー電解液(希硫酸),ばってりーでんかいえき（きりゅうさん）,バッテリー液 バッテリー補充液,その他,,市では収集できません。（販売店等に相談してください。）/補充液(成分が蒸留水・精製水のもの)は下水に流してください。,
2498,は,バット(金属製:調理用),ばっときんぞくせいちょうりよう,アルミバット アルミトレー アルミトレイ トレイ容器 金属製バット 揚げ物用バット 金物バット 調理用バット 天ぷらバット ステンレス水切りトレー,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2499,は,バットケース(布製),ばっとけーす,,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2496,は,バット(スポーツ用品),ばっと（すぽーつようひん）,金属バット 野球のバット 野球バット プラスティックバット おもちゃのバット おもちゃバット プラスチックのバット プラスチックバット 木製バット 野球用バット,粗大ごみ,,ブラインド・すだれ・ロールカーテン・カーテンレール・ゴルフクラブ・スキー板・スキーストック・バット・竹刀・木刀・釣竿・パラソル（ビーチ・ゴルフ用）・パイプ・物干竿・角材・幹・丸太・根株・スクリーン（ロール式のみ、台は除く）・モップ・デッキブラシ・空気入れは、5本までを1個の粗大ごみとして出すことができます。,
2505,は,バトン(スポーツ用:金属製),ばとんすぽーつようきんぞくせい,,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2504,は,バトン(スポーツ用:プラスチック製),ばとん（すぽーつよう：ぷらすちっくせい）,,普通ごみ,粗大ごみ,最長辺50cm以上のものは粗大ごみとして出してください。,
2501,は,バドミントンシャトル,ばどみんとんしゃとる,バトミントンのハネ バトミントンシャトル バドミントン羽 バドミントンの羽根,普通ごみ,,,
2502,は,バドミントンラケット,ばどみんとんらけっと,バトミントンラケット バドミントンのラケット バドミントンのラケット バトミントンのラケット,粗大ごみ,小物金属,5本までを1個の粗大ごみとして出すことができます。/排出時に最長辺30cm未満のものは小物金属としてだしてください。,
2506,は,バナナスタンド(金属製),ばななすたんど（きんぞくせい）,バナナハンガー,小物金属,,最長辺30cm以上のものは粗大ごみとして出してください。,
2507,は,バナナスタンド(金属製以外),ばななすたんど（きんぞくせいいがい）,バナナホルダー バナナハンガー,普通ごみ,,,
2508,は,ばね,ばね,バネ,小物金属,,,
2522,は,バランスボール,ばらんすぼーる,健康バランスボール トレーニングボール,普通ごみ,,空気を抜いてから出してください。,
2523,は,バリカン,ばりかん,電気バリカン 電動バリカン スキカル 電器バリカン バリカンアタッチ バリカン本体,小物金属,,,
2524,は,バルコニータイル（金属製）,ばるこにーたいる（きんぞくせい）,ベランダ用タイル ガーデンニングタイル 磁器タイル ジョイントタイル,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2525,は,バルコニータイル（金属製以外）,ばるこにーたいる（きんぞくせいいがい）,ベランダ用タイル ガーデンニングタイル 磁器タイル ジョイントタイル,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2526,は,バルブ,ばるぶ,,小物金属,,,
2532,は,バレン,ばれん,馬簾 料理のバレン,普通ごみ,,,
2629,は,絆創膏,ばんそうこう,カットバン バンドエイド エレキバン バンドエード ばんどえいど バンソーコー かっとばん カットばん,普通ごみ,,,
2546,は,バンダナ,ばんだな,,資源集団回収,,布類（古着・古布等）回収にご協力お願いします。（洗ってから出してください。）/資源集団回収で回収ができない場合は拠点回収（WEBで見る）を行っています。/上記での回収が難しい場合や汚れているもの、破けているもの、ぬれているものは普通ごみとして出してください。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2404,は,パーテーション,ぱーてーしょん,間仕切り板 パーティション パーティーション,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2423,は,パイプ型電子タバコ,ぱいぷがたでんしたばこ,,小物金属,,,
2429,は,パイプ掃除用ブラシ,ぱいぷそうじようぶらし,パイプブラシ,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2428,は,パイプ継手(金属製),ぱいぷつぎて（きんぞくせい）,,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2427,は,パイプ継手(プラスチック製),ぱいぷつぎてぷらすちっくせい,,普通ごみ,,,
2424,は,パイプハンガー,ぱいぷはんがー,ハンガー掛け ハンガーかけ パイプハンガーラック 回転式ハンガー ズボンかけ 回転ハンガー バーハンガー ズボンハンガー スラックスハンガー システムワードローブ シングルハンガー 金属ハンガーラック,粗大ごみ,,,
2425,は,パイプフード（金属製）,ぱいぷふーど（きんぞくせい）,,小物金属,,,
2426,は,パイプフード（金属製以外）,ぱいぷふーど（きんぞくせいいがい）,,普通ごみ,,,
2431,は,パイロットランプ,ぱいろっとらんぷ,,小物金属,,,
2453,は,パスタポット(金属製),ぱすたぽっと（きんぞくせい）,,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2452,は,パスタポット(プラスチック製),ぱすたぽっと（ぷらすちっくせい）,パスタケース,普通ごみ,,,
2454,は,パスタマシン,ぱすたましん,パスタマシーン パスタメーカー,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。,
2455,は,パステル,ぱすてる,,普通ごみ,,,
2456,は,パスポート,ぱすぽーと,,ミックスペーパー,,都道府県のパスポートセンターで所定の失効手続き(穴あけ)をしてから出してください。,
2460,は,パズル（紙製）,ぱずる（かみせい）,ジグソーパズル ジグゾーパズル ジグソウパズル パズルのピース パズルピース,ミックスペーパー,,,
2461,は,パズル（木製、プラスチック製）,ぱずる（もくせい・ぷらすちっくせい）,ジグソーパズル ジグゾーパズル ジグソウパズル パズルのピース パズルピース 木製パズル,普通ごみ,,,
2463,は,パソコン,ぱそこん,パーソナルコンピューター ブラウン管 モニター 液晶ディスプレイ ノートパソコン 液晶モニター ノートPC パソコンのケース 液晶パネル CRTディスプレイ 自作パソコン パソナルコンピューター 液晶ディスプレー デスクトップパソコン LCDモニター Mac モバイルパソコン airbook マッキントッシュ マック ノートブック 自作PC ノート型パソコン ラップトップコンピューター パソコンのモニター ラップトップパソコン 自作のパソコン,その他,,市では収集できません。（各パソコンメーカーのPCリサイクル受付窓口へ相談してください。）/回収するメーカーがない場合（自作パソコンなど）はパソコン3R推進協会へ相談してください。,http://www.pc3r.jp/
2471,は,パソコン周辺機器,ぱそこんしゅうへんきき,PC周辺機器 ハンディースキャナー すきゃなー パソコンキーボード パソコンマウス パソコン機器 パソコン備品 マウスパッド マウスパット パソコンモデム ルーター 外付けハードディスク 無線LAN USBハブ ディスクドライブ FDD MOドライブ USBドライブ フロッピーディスクドライブ フロッピードライブ ペンタブレット HDドライブ PCクーラー 無線LANカード 無線ルーター 外付けHDD 外付ハードディスク カードリーダー HUB パソコンのキーボード ハードデイスク パソコンスピーカー パソコン用ハードディスク PCキーボード ハードディスクケース 磁気ディスク パソコン用キーボード テンキー ブロードバンドルーター ハードディスクドライブ 外付けドライブ データ通信カード ターミナルアダプター 外付けDVDドライブ PCMCIA ROMライター ハードデスク フィルムスキャナー USBディスク イメージスキャナー ハードデスク データカード 外付HDD PCカードアダプター FDドライブ PCハードディスク パソコンのマウス モデムカード 無線LANルーター メモリーカードリーダー キーパッド PCマウス USBマウス パソコン用スピーカー スイッチングハブ モバイルルーター 変換アダプタ 切替器 無線LAN親機 マウスボード WiFiルーター,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。/ディスプレイは市では収集しません。（各メーカーのPCリサイクル受付窓口へ相談してください。）,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
2464,は,パソコンスタンド（金属製）,ぱそこんすたんど（きんぞくせい）,,粗大ごみ,小物金属,最長辺30cm未満のものは小物金属として出してください。,
2465,は,パソコンスタンド（金属製以外）,ぱそこんすたんど（きんぞくせいいがい）,,粗大ごみ,普通ごみ,最長辺50cm未満のものは普通ごみとして出してください。,
2466,は,パソコンソフト,ぱそこんそふと,コンピューターソフト PCソフト ソフトウエア,普通ごみ,,外箱(紙製)はミックスペーパーとして出してください。 ,
2401,は,パソコンデスク,ぱそこんですく,PC机 OA机 パソコン机 パソコンの机,粗大ごみ,,机といすはセットで1個の粗大ごみとして出すことができます。,
2467,は,パソコンデスク,ぱそこんですく,パソコン机 PCデスク パソコン用デスク パソコンスタンド ローデスク,粗大ごみ,,,
2468,は,パソコンパーツ,ぱそこんぱーつ,CPU HDD PCパーツ グラフィックボード ハードディスク パソコンハードディスク パソコンメモリ パソコン部品 マザーボード メモリ DIMM PC電源 LANカード パソコンの部品 HDドライブ パソコン基盤 ハードデイスク パソコン用ハードディスク 磁気ディスク RAM CPUクーラー グラフィックカード グラボ ビデオカード VGAカード ディスプレイカード 拡張ボード 電源ユニット ヒートシンク パソコンの電源 パソコン用電源 ATX電源 パソコンの箱 pcファン ハードデスク GPU LANボード サウンドカード 電源box サウンドボード 内蔵ハードディスク PCマザーボード パソコン基板 PC部品 ハソコンメモリー PC基盤 HDDケース PCメモリ PC用ファン 電源ボックス パソコンケース,小物金属,粗大ごみ,最長辺30cm以上のものは粗大ごみとして出してください。/長辺30cm未満で、30cm×15cmの回収ボックスの投入口に入るものは小型家電としても出すことができます。,http://www.city.kawasaki.jp/kurashi/category/24-1-23-1-1-6-9-0-0-0.html
